flight_id,aircraft_id,origin,destination,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,status,delay_minutes,fare_usd
F093,A320,HYD,MUM,2025-10-05T17:24:00,2025-10-05T17:49:00,2025-10-05T19:56:00,2025-10-05T20:12:00,completed,16,178
F714,A350,DEL,HYD,2025-10-05T08:33:00,2025-10-05T08:36:00,2025-10-05T11:28:00,2025-10-05T11:43:00,completed,15,218
F417,B787,MUM,BLR,2025-10-06T14:47:00,2025-10-06T15:02:00,2025-10-06T17:06:00,2025-10-06T17:10:00,completed,4,178
F774,B777,CCU,BLR,2025-10-06T21:42:00,2025-10-06T21:42:00,2025-10-06T23:41:00,2025-10-07T00:03:00,completed,22,132
F306,B777,HYD,DEL,2025-10-06T11:57:00,2025-10-06T12:11:00,2025-10-06T13:43:00,2025-10-06T13:46:00,completed,3,150
F102,A320,CCU,MUM,2025-10-06T13:02:00,2025-10-06T13:07:00,2025-10-06T15:33:00,2025-10-06T15:36:00,completed,3,172
F086,A350,MUM,GOI,2025-10-05T06:45:00,2025-10-05T06:57:00,2025-10-05T08:54:00,2025-10-05T09:19:00,completed,25,148
F057,B777,BLR,DEL,2025-10-05T12:52:00,2025-10-05T13:00:00,2025-10-05T14:55:00,2025-10-05T14:57:00,completed,2,137
F739,B777,MUM,GOI,2025-10-05T14:13:00,2025-10-05T14:20:00,2025-10-05T16:21:00,2025-10-05T16:34:00,completed,13,155
F623,B777,MUM,PNQ,2025-10-05T21:18:00,2025-10-05T21:42:00,2025-10-06T00:06:00,2025-10-06T00:38:00,completed,32,179
F044,B787,CCU,DEL,2025-10-07T02:35:00,2025-10-07T02:56:00,2025-10-07T05:15:00,2025-10-07T05:21:00,completed,6,172
F181,A350,BLR,PNQ,2025-10-06T03:08:00,2025-10-06T03:09:00,2025-10-06T05:50:00,2025-10-06T05:59:00,completed,9,176
F564,A320,HYD,PNQ,2025-10-07T01:36:00,2025-10-07T01:49:00,2025-10-07T03:08:00,2025-10-07T03:10:00,completed,2,138
F285,B737,PNQ,MUM,2025-10-05T14:59:00,2025-10-05T15:21:00,2025-10-05T17:06:00,2025-10-05T17:11:00,completed,5,156
F265,B737,HYD,MUM,2025-10-06T14:57:00,2025-10-06T15:09:00,2025-10-06T16:29:00,2025-10-06T17:01:00,completed,32,132
F030,A320,HYD,PNQ,2025-10-06T04:09:00,2025-10-06T04:15:00,2025-10-06T05:52:00,2025-10-06T06:26:00,completed,34,141
F924,B737,PNQ,BLR,2025-10-07T05:00:00,2025-10-07T05:11:00,2025-10-07T07:21:00,2025-10-07T07:50:00,completed,29,187
F789,B737,CCU,HYD,2025-10-05T07:59:00,,2025-10-05T09:50:00,,cancelled,,0
F164,B787,HYD,GOI,2025-10-05T12:45:00,2025-10-05T13:09:00,2025-10-05T14:23:00,2025-10-05T14:46:00,completed,23,140
F929,A320,HYD,MUM,2025-10-06T12:46:00,2025-10-06T12:57:00,2025-10-06T15:35:00,2025-10-06T15:46:00,completed,11,207
F038,A320,CCU,DEL,2025-10-07T03:05:00,2025-10-07T03:23:00,2025-10-07T05:05:00,2025-10-07T05:20:00,completed,15,165
F744,B787,PNQ,CCU,2025-10-06T07:02:00,2025-10-06T07:26:00,2025-10-06T08:42:00,2025-10-06T09:03:00,completed,21,132
F738,B737,HYD,CCU,2025-10-05T05:00:00,,2025-10-05T06:34:00,,cancelled,,0
F574,B777,HYD,GOI,2025-10-05T17:05:00,2025-10-05T17:28:00,2025-10-05T20:03:00,2025-10-05T20:11:00,completed,8,186
F498,B737,DEL,MUM,2025-10-06T19:40:00,2025-10-06T19:43:00,2025-10-06T22:25:00,2025-10-06T22:31:00,completed,6,204
F476,A350,DEL,MUM,2025-10-07T04:19:00,2025-10-07T04:44:00,2025-10-07T05:57:00,2025-10-07T06:03:00,completed,6,108
F318,A350,DEL,PNQ,2025-10-06T16:35:00,2025-10-06T16:43:00,2025-10-06T18:33:00,2025-10-06T18:36:00,completed,3,161
F252,A321,BLR,MUM,2025-10-05T16:03:00,,2025-10-05T18:14:00,,cancelled,,0
F811,B737,PNQ,HYD,2025-10-05T08:49:00,2025-10-05T09:12:00,2025-10-05T11:25:00,2025-10-05T11:45:00,completed,20,195
F197,A320,BLR,GOI,2025-10-05T10:03:00,2025-10-05T10:04:00,2025-10-05T12:12:00,2025-10-05T12:15:00,completed,3,159
F154,A320,DEL,BLR,2025-10-05T07:32:00,,2025-10-05T09:40:00,,cancelled,,0
F117,B737,GOI,HYD,2025-10-05T11:13:00,2025-10-05T11:23:00,2025-10-05T13:43:00,2025-10-05T14:03:00,completed,20,161
F245,B737,MUM,PNQ,2025-10-06T02:49:00,2025-10-06T02:51:00,2025-10-06T05:44:00,2025-10-06T06:19:00,completed,35,212
F416,B787,BLR,MUM,2025-10-06T16:20:00,2025-10-06T16:43:00,2025-10-06T19:07:00,2025-10-06T19:32:00,completed,25,188
F242,A321,MUM,DEL,2025-10-05T17:42:00,2025-10-05T17:59:00,2025-10-05T20:15:00,2025-10-05T20:22:00,completed,7,174
F616,A321,MUM,HYD,2025-10-05T21:48:00,2025-10-05T22:08:00,2025-10-05T23:46:00,2025-10-06T00:13:00,completed,27,143
F263,B777,HYD,BLR,2025-10-05T15:54:00,,2025-10-05T18:05:00,,cancelled,,0
F165,B777,MUM,CCU,2025-10-06T15:23:00,,2025-10-06T17:21:00,,cancelled,,0
F294,A350,BLR,CCU,2025-10-07T00:46:00,2025-10-07T00:50:00,2025-10-07T03:25:00,2025-10-07T03:57:00,completed,32,192
F975,A320,HYD,PNQ,2025-10-05T12:37:00,2025-10-05T12:52:00,2025-10-05T14:16:00,2025-10-05T14:43:00,completed,27,111
F423,A321,CCU,MUM,2025-10-06T07:40:00,2025-10-06T08:00:00,2025-10-06T10:25:00,2025-10-06T10:29:00,completed,4,188
F209,A350,PNQ,HYD,2025-10-05T18:06:00,,2025-10-05T20:04:00,,cancelled,,0
F066,A321,PNQ,BLR,2025-10-05T15:03:00,2025-10-05T15:18:00,2025-10-05T16:36:00,2025-10-05T16:40:00,completed,4,133
F327,B787,CCU,PNQ,2025-10-05T18:57:00,,2025-10-05T21:17:00,,cancelled,,0
F421,A350,GOI,PNQ,2025-10-06T15:12:00,2025-10-06T15:24:00,2025-10-06T17:35:00,2025-10-06T17:40:00,completed,5,189
F446,A320,DEL,CCU,2025-10-06T12:48:00,2025-10-06T13:05:00,2025-10-06T14:58:00,2025-10-06T15:20:00,completed,22,150
F681,B787,BLR,CCU,2025-10-06T01:28:00,2025-10-06T01:46:00,2025-10-06T03:30:00,2025-10-06T03:33:00,completed,3,155
F155,A320,MUM,BLR,2025-10-06T17:41:00,2025-10-06T17:52:00,2025-10-06T19:28:00,2025-10-06T20:02:00,completed,34,142
F247,A320,DEL,MUM,2025-10-05T21:09:00,2025-10-05T21:26:00,2025-10-05T23:42:00,2025-10-06T00:05:00,completed,23,187
F152,B737,PNQ,GOI,2025-10-06T06:21:00,2025-10-06T06:36:00,2025-10-06T08:04:00,2025-10-06T08:05:00,completed,1,152
F474,A321,BLR,PNQ,2025-10-05T10:18:00,2025-10-05T10:28:00,2025-10-05T12:18:00,2025-10-05T12:28:00,completed,10,168
F374,A350,BLR,HYD,2025-10-06T12:05:00,2025-10-06T12:16:00,2025-10-06T14:01:00,2025-10-06T14:31:00,completed,30,130
F919,A321,CCU,DEL,2025-10-06T09:31:00,2025-10-06T09:46:00,2025-10-06T11:06:00,2025-10-06T11:38:00,completed,32,108
F535,A350,DEL,BLR,2025-10-06T07:11:00,2025-10-06T07:16:00,2025-10-06T09:45:00,2025-10-06T09:49:00,completed,4,161
F062,A321,HYD,PNQ,2025-10-06T06:52:00,2025-10-06T06:57:00,2025-10-06T09:48:00,2025-10-06T10:07:00,completed,19,203
F642,B787,GOI,HYD,2025-10-06T16:38:00,2025-10-06T16:39:00,2025-10-06T19:01:00,2025-10-06T19:34:00,completed,33,176
F580,A350,CCU,HYD,2025-10-06T20:47:00,,2025-10-06T23:30:00,,cancelled,,0
F445,B737,BLR,MUM,2025-10-05T10:05:00,2025-10-05T10:29:00,2025-10-05T12:00:00,2025-10-05T12:06:00,completed,6,132
F716,A320,CCU,PNQ,2025-10-06T13:26:00,2025-10-06T13:37:00,2025-10-06T16:24:00,2025-10-06T16:29:00,completed,5,195
F546,A350,DEL,BLR,2025-10-05T05:52:00,2025-10-05T05:55:00,2025-10-05T08:47:00,2025-10-05T09:18:00,completed,31,186
F654,B777,GOI,CCU,2025-10-06T00:33:00,2025-10-06T00:57:00,2025-10-06T03:19:00,2025-10-06T03:30:00,completed,11,209
F275,B787,CCU,MUM,2025-10-06T13:25:00,2025-10-06T13:46:00,2025-10-06T14:57:00,2025-10-06T15:04:00,completed,7,129
F479,B737,MUM,DEL,2025-10-06T01:07:00,2025-10-06T01:10:00,2025-10-06T02:39:00,2025-10-06T02:43:00,completed,4,124
F219,A321,HYD,DEL,2025-10-06T06:35:00,2025-10-06T06:38:00,2025-10-06T08:33:00,2025-10-06T08:54:00,completed,21,135
F910,A320,MUM,BLR,2025-10-06T11:21:00,2025-10-06T11:34:00,2025-10-06T14:06:00,2025-10-06T14:18:00,completed,12,188
F591,A350,HYD,PNQ,2025-10-05T15:34:00,2025-10-05T15:44:00,2025-10-05T17:09:00,2025-10-05T17:12:00,completed,3,146
F192,A350,GOI,MUM,2025-10-05T20:07:00,2025-10-05T20:09:00,2025-10-05T22:19:00,2025-10-05T22:51:00,completed,32,179
F529,A321,DEL,MUM,2025-10-06T04:23:00,,2025-10-06T06:45:00,,cancelled,,0
F643,A321,PNQ,HYD,2025-10-06T07:01:00,2025-10-06T07:24:00,2025-10-06T09:15:00,2025-10-06T09:21:00,completed,6,168
F020,B777,BLR,CCU,2025-10-05T06:19:00,,2025-10-05T08:03:00,,cancelled,,0
F185,B777,MUM,DEL,2025-10-05T18:57:00,,2025-10-05T21:05:00,,cancelled,,0
F561,B777,PNQ,HYD,2025-10-06T14:50:00,2025-10-06T15:05:00,2025-10-06T16:41:00,2025-10-06T17:01:00,completed,20,135
F465,A320,MUM,BLR,2025-10-06T22:04:00,2025-10-06T22:19:00,2025-10-07T00:02:00,2025-10-07T00:02:00,completed,0,147
F742,A350,PNQ,MUM,2025-10-05T11:16:00,2025-10-05T11:22:00,2025-10-05T13:59:00,2025-10-05T14:03:00,completed,4,187
F699,A321,PNQ,DEL,2025-10-06T11:09:00,2025-10-06T11:17:00,2025-10-06T13:18:00,2025-10-06T13:27:00,completed,9,155
F258,B787,CCU,MUM,2025-10-07T00:49:00,2025-10-07T01:14:00,2025-10-07T02:57:00,2025-10-07T03:22:00,completed,25,154
F701,B737,BLR,DEL,2025-10-06T10:23:00,2025-10-06T10:48:00,2025-10-06T12:30:00,2025-10-06T12:30:00,completed,0,169
F425,B777,CCU,DEL,2025-10-06T02:06:00,2025-10-06T02:29:00,2025-10-06T05:01:00,2025-10-06T05:12:00,completed,11,184
F205,A320,CCU,PNQ,2025-10-05T14:39:00,2025-10-05T14:59:00,2025-10-05T16:53:00,2025-10-05T17:18:00,completed,25,149
F321,B737,DEL,GOI,2025-10-06T13:19:00,2025-10-06T13:28:00,2025-10-06T15:19:00,2025-10-06T15:28:00,completed,9,157
F803,B777,CCU,GOI,2025-10-06T05:09:00,2025-10-06T05:24:00,2025-10-06T06:55:00,2025-10-06T07:28:00,completed,33,155
F444,A321,BLR,HYD,2025-10-06T02:30:00,2025-10-06T02:53:00,2025-10-06T04:50:00,2025-10-06T05:10:00,completed,20,166
F308,A320,MUM,CCU,2025-10-06T04:31:00,2025-10-06T04:32:00,2025-10-06T07:30:00,2025-10-06T07:34:00,completed,4,211
F845,B737,HYD,CCU,2025-10-06T18:12:00,2025-10-06T18:27:00,2025-10-06T20:09:00,2025-10-06T20:17:00,completed,8,137
F310,B737,HYD,CCU,2025-10-06T06:38:00,2025-10-06T06:59:00,2025-10-06T08:18:00,2025-10-06T08:52:00,completed,34,118
F668,B787,DEL,CCU,2025-10-05T18:37:00,2025-10-05T18:45:00,2025-10-05T20:37:00,2025-10-05T20:50:00,completed,13,142
F858,B787,HYD,GOI,2025-10-05T16:32:00,2025-10-05T16:41:00,2025-10-05T19:15:00,2025-10-05T19:16:00,completed,1,185
F356,B777,CCU,HYD,2025-10-05T12:03:00,2025-10-05T12:20:00,2025-10-05T13:36:00,2025-10-05T13:41:00,completed,5,142
F215,B777,HYD,BLR,2025-10-05T18:37:00,2025-10-05T18:45:00,2025-10-05T21:24:00,2025-10-05T21:27:00,completed,3,200
F438,A321,GOI,CCU,2025-10-05T21:44:00,2025-10-05T21:57:00,2025-10-05T23:33:00,2025-10-05T23:34:00,completed,1,132
F487,B737,GOI,MUM,2025-10-05T11:13:00,2025-10-05T11:18:00,2025-10-05T14:05:00,2025-10-05T14:28:00,completed,23,199
F544,A321,PNQ,MUM,2025-10-06T16:42:00,2025-10-06T16:55:00,2025-10-06T18:37:00,2025-10-06T18:55:00,completed,18,134
F581,B787,HYD,PNQ,2025-10-06T17:26:00,,2025-10-06T19:32:00,,cancelled,,0
F069,A320,CCU,BLR,2025-10-05T13:17:00,2025-10-05T13:31:00,2025-10-05T15:45:00,2025-10-05T16:18:00,completed,33,188
F903,B737,HYD,BLR,2025-10-05T16:54:00,2025-10-05T17:13:00,2025-10-05T19:42:00,2025-10-05T19:53:00,completed,11,202
F978,A321,CCU,BLR,2025-10-05T17:36:00,2025-10-05T17:38:00,2025-10-05T20:31:00,2025-10-05T20:40:00,completed,9,194
F758,B777,PNQ,MUM,2025-10-06T18:27:00,2025-10-06T18:31:00,2025-10-06T20:58:00,2025-10-06T20:59:00,completed,1,180
F098,A350,BLR,MUM,2025-10-05T13:14:00,2025-10-05T13:37:00,2025-10-05T15:08:00,2025-10-05T15:42:00,completed,34,134
F593,B787,BLR,GOI,2025-10-05T20:00:00,2025-10-05T20:25:00,2025-10-05T21:53:00,2025-10-05T22:25:00,completed,32,132
F095,B787,HYD,CCU,2025-10-06T18:54:00,2025-10-06T19:14:00,2025-10-06T20:54:00,2025-10-06T21:25:00,completed,31,156
F640,B737,CCU,GOI,2025-10-05T07:39:00,2025-10-05T07:42:00,2025-10-05T10:17:00,2025-10-05T10:22:00,completed,5,192
F960,B777,GOI,HYD,2025-10-05T20:19:00,2025-10-05T20:23:00,2025-10-05T21:52:00,2025-10-05T22:08:00,completed,16,123
F412,A350,GOI,BLR,2025-10-06T23:52:00,,2025-10-07T01:41:00,,cancelled,,0
F588,B787,GOI,PNQ,2025-10-07T01:12:00,2025-10-07T01:29:00,2025-10-07T03:29:00,2025-10-07T03:41:00,completed,12,155
F305,A350,PNQ,CCU,2025-10-06T11:09:00,2025-10-06T11:31:00,2025-10-06T12:53:00,2025-10-06T13:24:00,completed,31,119
F049,A320,PNQ,MUM,2025-10-06T20:45:00,2025-10-06T20:49:00,2025-10-06T23:25:00,2025-10-06T23:27:00,completed,2,183
F272,B777,MUM,DEL,2025-10-05T07:39:00,2025-10-05T08:04:00,2025-10-05T09:26:00,2025-10-05T09:56:00,completed,30,149
F295,A350,DEL,BLR,2025-10-06T03:34:00,2025-10-06T03:54:00,2025-10-06T05:24:00,2025-10-06T05:40:00,completed,16,130
F725,A321,CCU,PNQ,2025-10-06T14:57:00,2025-10-06T15:06:00,2025-10-06T17:37:00,2025-10-06T17:57:00,completed,20,190
F549,A350,BLR,PNQ,2025-10-06T02:20:00,2025-10-06T02:23:00,2025-10-06T04:44:00,2025-10-06T04:46:00,completed,2,150
F078,A320,HYD,MUM,2025-10-07T02:39:00,2025-10-07T03:02:00,2025-10-07T05:35:00,2025-10-07T05:45:00,completed,10,207
F651,B777,HYD,MUM,2025-10-06T18:35:00,2025-10-06T18:57:00,2025-10-06T21:23:00,2025-10-06T21:26:00,completed,3,181
F721,B787,HYD,BLR,2025-10-06T19:41:00,2025-10-06T19:51:00,2025-10-06T21:34:00,2025-10-06T22:03:00,completed,29,139
F850,B737,BLR,MUM,2025-10-05T17:41:00,2025-10-05T17:59:00,2025-10-05T20:05:00,2025-10-05T20:36:00,completed,31,165
F447,B737,BLR,CCU,2025-10-05T23:05:00,2025-10-05T23:30:00,2025-10-06T00:50:00,2025-10-06T01:09:00,completed,19,152
F922,A321,BLR,HYD,2025-10-05T21:19:00,,2025-10-06T00:11:00,,cancelled,,0
F307,B737,GOI,MUM,2025-10-05T06:29:00,2025-10-05T06:29:00,2025-10-05T08:49:00,2025-10-05T09:02:00,completed,13,183
F630,B777,MUM,GOI,2025-10-05T14:29:00,2025-10-05T14:31:00,2025-10-05T16:55:00,2025-10-05T17:27:00,completed,32,168
F171,B737,HYD,CCU,2025-10-05T11:29:00,2025-10-05T11:50:00,2025-10-05T13:39:00,2025-10-05T13:55:00,completed,16,160
F348,A350,DEL,GOI,2025-10-05T21:24:00,2025-10-05T21:36:00,2025-10-06T00:06:00,2025-10-06T00:40:00,completed,34,187
F684,A320,HYD,DEL,2025-10-06T04:58:00,,2025-10-06T07:54:00,,cancelled,,0
F515,B737,CCU,DEL,2025-10-05T05:30:00,,2025-10-05T08:05:00,,cancelled,,0
F509,B787,MUM,PNQ,2025-10-05T07:05:00,2025-10-05T07:24:00,2025-10-05T09:05:00,2025-10-05T09:33:00,completed,28,139
F345,A320,DEL,MUM,2025-10-07T04:15:00,2025-10-07T04:16:00,2025-10-07T06:57:00,2025-10-07T07:01:00,completed,4,183
F211,B787,BLR,GOI,2025-10-05T13:56:00,2025-10-05T14:01:00,2025-10-05T16:42:00,2025-10-05T16:53:00,completed,11,208
F808,A350,HYD,PNQ,2025-10-06T19:50:00,,2025-10-06T22:38:00,,cancelled,,0
F708,A350,HYD,MUM,2025-10-06T15:01:00,2025-10-06T15:26:00,2025-10-06T17:18:00,2025-10-06T17:20:00,completed,2,164
F103,B737,MUM,DEL,2025-10-06T08:21:00,2025-10-06T08:41:00,2025-10-06T10:53:00,2025-10-06T10:56:00,completed,3,166
F501,B737,DEL,GOI,2025-10-06T22:33:00,2025-10-06T22:34:00,2025-10-07T01:30:00,2025-10-07T01:55:00,completed,25,200
F101,A321,BLR,DEL,2025-10-05T08:43:00,2025-10-05T08:47:00,2025-10-05T11:23:00,2025-10-05T11:54:00,completed,31,170
F587,A320,MUM,PNQ,2025-10-05T22:09:00,2025-10-05T22:33:00,2025-10-06T00:04:00,2025-10-06T00:32:00,completed,28,138
F331,A350,CCU,GOI,2025-10-06T20:32:00,2025-10-06T20:38:00,2025-10-06T22:55:00,2025-10-06T23:16:00,completed,21,163
F400,B777,GOI,MUM,2025-10-07T04:25:00,2025-10-07T04:40:00,2025-10-07T06:42:00,2025-10-07T07:02:00,completed,20,180
F585,B787,GOI,CCU,2025-10-06T07:32:00,2025-10-06T07:57:00,2025-10-06T09:32:00,2025-10-06T09:50:00,completed,18,131
F791,A321,PNQ,GOI,2025-10-05T08:30:00,2025-10-05T08:53:00,2025-10-05T10:53:00,2025-10-05T11:21:00,completed,28,167
F325,B787,GOI,CCU,2025-10-05T19:48:00,2025-10-05T19:58:00,2025-10-05T22:19:00,2025-10-05T22:38:00,completed,19,156
F023,A321,BLR,GOI,2025-10-06T22:24:00,,2025-10-07T00:48:00,,cancelled,,0
F603,A320,CCU,BLR,2025-10-05T22:39:00,2025-10-05T22:59:00,2025-10-06T01:01:00,2025-10-06T01:26:00,completed,25,175
F481,A320,BLR,GOI,2025-10-06T22:53:00,2025-10-06T23:06:00,2025-10-07T01:24:00,2025-10-07T01:34:00,completed,10,194
F713,A350,DEL,PNQ,2025-10-05T07:52:00,2025-10-05T08:00:00,2025-10-05T10:32:00,2025-10-05T11:02:00,completed,30,204
F750,A321,HYD,GOI,2025-10-05T18:31:00,2025-10-05T18:49:00,2025-10-05T21:03:00,2025-10-05T21:15:00,completed,12,192
F274,B737,CCU,PNQ,2025-10-06T01:25:00,2025-10-06T01:41:00,2025-10-06T04:10:00,2025-10-06T04:44:00,completed,34,200
F432,B737,BLR,CCU,2025-10-05T15:14:00,,2025-10-05T17:06:00,,cancelled,,0
F528,B737,CCU,MUM,2025-10-06T09:12:00,,2025-10-06T10:48:00,,cancelled,,0
F582,B737,PNQ,DEL,2025-10-06T16:41:00,2025-10-06T16:45:00,2025-10-06T18:24:00,2025-10-06T18:27:00,completed,3,116
F433,A320,CCU,PNQ,2025-10-07T01:45:00,2025-10-07T01:52:00,2025-10-07T04:08:00,2025-10-07T04:34:00,completed,26,169
F674,B737,MUM,PNQ,2025-10-06T16:22:00,2025-10-06T16:22:00,2025-10-06T18:50:00,2025-10-06T18:50:00,completed,0,166
F472,B787,GOI,MUM,2025-10-05T13:41:00,2025-10-05T14:03:00,2025-10-05T15:33:00,2025-10-05T15:58:00,completed,25,157
F039,B777,MUM,GOI,2025-10-05T10:35:00,2025-10-05T10:53:00,2025-10-05T12:58:00,2025-10-05T13:31:00,completed,33,169
F334,A321,GOI,CCU,2025-10-06T14:20:00,,2025-10-06T16:13:00,,cancelled,,0
F552,B787,PNQ,HYD,2025-10-06T09:47:00,,2025-10-06T12:40:00,,cancelled,,0
F021,A350,DEL,BLR,2025-10-05T21:26:00,,2025-10-06T00:08:00,,cancelled,,0
F174,B787,MUM,CCU,2025-10-06T05:08:00,,2025-10-06T08:03:00,,cancelled,,0
F346,B777,CCU,PNQ,2025-10-05T07:14:00,,2025-10-05T09:06:00,,cancelled,,0
F118,A321,BLR,CCU,2025-10-07T04:21:00,2025-10-07T04:33:00,2025-10-07T06:54:00,2025-10-07T07:29:00,completed,35,160
F313,B737,CCU,HYD,2025-10-05T20:40:00,2025-10-05T20:44:00,2025-10-05T22:41:00,2025-10-05T22:58:00,completed,17,141
F068,B787,GOI,DEL,2025-10-05T12:16:00,2025-10-05T12:41:00,2025-10-05T14:40:00,2025-10-05T15:13:00,completed,33,179
F705,A350,MUM,PNQ,2025-10-06T12:05:00,2025-10-06T12:27:00,2025-10-06T14:54:00,2025-10-06T15:25:00,completed,31,184
F087,A320,CCU,PNQ,2025-10-06T23:49:00,2025-10-07T00:13:00,2025-10-07T01:50:00,2025-10-07T02:09:00,completed,19,167
F607,B777,DEL,MUM,2025-10-06T07:41:00,2025-10-06T08:01:00,2025-10-06T10:20:00,2025-10-06T10:29:00,completed,9,182
F815,A321,BLR,CCU,2025-10-06T01:39:00,2025-10-06T01:44:00,2025-10-06T03:36:00,2025-10-06T03:43:00,completed,7,148
F664,A320,HYD,DEL,2025-10-05T22:36:00,2025-10-05T23:01:00,2025-10-06T00:14:00,2025-10-06T00:28:00,completed,14,122
F241,B737,PNQ,DEL,2025-10-06T20:10:00,2025-10-06T20:22:00,2025-10-06T21:57:00,2025-10-06T22:17:00,completed,20,133
F254,A321,GOI,MUM,2025-10-06T22:56:00,2025-10-06T23:16:00,2025-10-07T01:34:00,2025-10-07T01:44:00,completed,10,199
F251,B777,GOI,CCU,2025-10-05T17:25:00,2025-10-05T17:26:00,2025-10-05T19:11:00,2025-10-05T19:18:00,completed,7,148
F848,A320,DEL,PNQ,2025-10-06T09:23:00,,2025-10-06T11:51:00,,cancelled,,0
F796,A321,MUM,PNQ,2025-10-06T04:49:00,2025-10-06T04:50:00,2025-10-06T06:23:00,2025-10-06T06:42:00,completed,19,126
F360,A320,BLR,HYD,2025-10-05T21:50:00,2025-10-05T22:09:00,2025-10-06T00:40:00,2025-10-06T00:52:00,completed,12,202
F422,B777,CCU,GOI,2025-10-05T15:25:00,2025-10-05T15:27:00,2025-10-05T17:30:00,2025-10-05T18:02:00,completed,32,146
F366,B737,GOI,BLR,2025-10-06T10:55:00,2025-10-06T10:57:00,2025-10-06T13:02:00,2025-10-06T13:28:00,completed,26,165
F354,A350,BLR,DEL,2025-10-05T11:14:00,,2025-10-05T12:44:00,,cancelled,,0
F955,A350,HYD,GOI,2025-10-05T10:58:00,2025-10-05T11:12:00,2025-10-05T12:55:00,2025-10-05T13:21:00,completed,26,153
F100,A350,MUM,BLR,2025-10-06T01:13:00,2025-10-06T01:22:00,2025-10-06T03:12:00,2025-10-06T03:12:00,completed,0,161
F390,A350,DEL,CCU,2025-10-06T19:36:00,2025-10-06T19:39:00,2025-10-06T22:09:00,2025-10-06T22:16:00,completed,7,175
F350,A320,HYD,BLR,2025-10-05T10:11:00,2025-10-05T10:30:00,2025-10-05T12:24:00,2025-10-05T12:49:00,completed,25,160
F641,B787,DEL,GOI,2025-10-06T17:48:00,,2025-10-06T19:18:00,,cancelled,,0
F870,A350,BLR,HYD,2025-10-05T11:42:00,2025-10-05T11:54:00,2025-10-05T13:44:00,2025-10-05T14:13:00,completed,29,145
F598,B777,PNQ,MUM,2025-10-06T16:06:00,2025-10-06T16:07:00,2025-10-06T18:41:00,2025-10-06T18:59:00,completed,18,172
F926,A350,CCU,DEL,2025-10-06T01:14:00,2025-10-06T01:36:00,2025-10-06T03:38:00,2025-10-06T04:12:00,completed,34,186
F358,A321,CCU,GOI,2025-10-05T16:34:00,2025-10-05T16:38:00,2025-10-05T19:31:00,2025-10-05T19:48:00,completed,17,198
F376,A350,GOI,DEL,2025-10-07T03:13:00,,2025-10-07T05:04:00,,cancelled,,0
F132,B737,MUM,GOI,2025-10-06T12:11:00,2025-10-06T12:24:00,2025-10-06T13:42:00,2025-10-06T13:51:00,completed,9,106
F047,B737,PNQ,MUM,2025-10-05T08:00:00,2025-10-05T08:04:00,2025-10-05T09:30:00,2025-10-05T09:46:00,completed,16,111
F928,B787,MUM,GOI,2025-10-07T03:03:00,,2025-10-07T05:19:00,,cancelled,,0
F029,A320,MUM,PNQ,2025-10-06T10:25:00,2025-10-06T10:39:00,2025-10-06T12:40:00,2025-10-06T12:43:00,completed,3,148
F063,B777,PNQ,DEL,2025-10-06T01:44:00,2025-10-06T02:09:00,2025-10-06T03:50:00,2025-10-06T04:10:00,completed,20,162
F329,A350,CCU,HYD,2025-10-06T12:48:00,2025-10-06T13:11:00,2025-10-06T14:30:00,2025-10-06T15:00:00,completed,30,132
F292,B737,PNQ,BLR,2025-10-05T07:28:00,2025-10-05T07:33:00,2025-10-05T09:48:00,2025-10-05T10:06:00,completed,18,148
F906,B777,CCU,BLR,2025-10-06T12:41:00,2025-10-06T12:49:00,2025-10-06T15:31:00,2025-10-06T15:34:00,completed,3,185
F362,B737,BLR,CCU,2025-10-07T01:26:00,2025-10-07T01:36:00,2025-10-07T04:12:00,2025-10-07T04:24:00,completed,12,199
F935,A320,DEL,CCU,2025-10-05T10:57:00,2025-10-05T11:02:00,2025-10-05T12:37:00,2025-10-05T12:55:00,completed,18,114
F632,A350,GOI,DEL,2025-10-06T13:52:00,2025-10-06T13:58:00,2025-10-06T16:48:00,2025-10-06T16:58:00,completed,10,204
F387,A320,HYD,BLR,2025-10-05T18:19:00,,2025-10-05T20:38:00,,cancelled,,0
F606,A320,BLR,CCU,2025-10-06T07:02:00,2025-10-06T07:02:00,2025-10-06T09:22:00,2025-10-06T09:52:00,completed,30,156
F507,B777,MUM,BLR,2025-10-05T18:09:00,2025-10-05T18:16:00,2025-10-05T20:04:00,2025-10-05T20:06:00,completed,2,152
F270,B777,GOI,CCU,2025-10-05T13:06:00,,2025-10-05T14:52:00,,cancelled,,0
F401,A320,PNQ,GOI,2025-10-05T11:21:00,2025-10-05T11:43:00,2025-10-05T13:49:00,2025-10-05T14:11:00,completed,22,157
F058,B777,HYD,MUM,2025-10-06T02:24:00,2025-10-06T02:40:00,2025-10-06T04:49:00,2025-10-06T04:56:00,completed,7,174
F519,B777,HYD,PNQ,2025-10-06T02:49:00,2025-10-06T02:49:00,2025-10-06T05:46:00,2025-10-06T06:17:00,completed,31,197
F161,A321,PNQ,BLR,2025-10-06T03:25:00,2025-10-06T03:44:00,2025-10-06T05:13:00,2025-10-06T05:13:00,completed,0,134
